EEID,satisfaction_level,satisfaction_level_bucket,last_evaluation,last_evaluation_bucket,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,Burnout risk
EMP-8796,5,High,5,High,4,201,3,0,0,0,sales,low,Stable
EMP-8797,3,Medium,4,High,3,171,2,0,0,0,sales,low,Stable
EMP-8798,2,Low,4,High,5,131,5,0,0,0,sales,low,Stable
EMP-8799,5,High,5,High,6,239,4,0,0,0,sales,medium,Stable
EMP-8800,4,High,5,High,3,202,3,1,0,0,sales,medium,Stable
EMP-8801,5,High,4,High,3,137,3,1,0,0,sales,medium,Stable
EMP-8802,4,High,3,Medium,4,153,3,0,0,0,sales,medium,Stable
EMP-8803,3,Medium,3,Medium,4,219,4,1,0,0,sales,medium,Stable
EMP-8804,4,High,3,Medium,3,194,3,1,0,0,sales,medium,Stable
EMP-8805,3,Medium,3,Medium,4,228,3,0,0,0,sales,medium,Stable
EMP-8806,2,Low,5,High,4,177,5,0,0,0,accounting,medium,Stable
EMP-8807,3,Medium,4,High,3,181,3,0,0,0,accounting,medium,Stable
EMP-8808,2,Low,5,High,4,280,3,0,0,0,accounting,medium,Burnout Risk
EMP-8809,4,High,5,High,3,133,2,0,0,0,hr,medium,Stable
EMP-8810,4,High,4,High,3,237,3,0,0,0,hr,medium,Stable
EMP-8811,5,High,4,High,5,152,3,0,0,0,hr,high,Stable
EMP-8812,3,Medium,5,High,5,280,6,1,0,0,hr,high,Stable
EMP-8813,3,Medium,3,Medium,6,253,4,0,0,0,technical,high,Stable
EMP-8814,2,Low,3,Medium,5,105,4,0,0,0,technical,high,Stable
EMP-8815,5,High,4,High,3,159,3,0,0,0,technical,high,Stable
EMP-8816,3,Medium,5,High,4,257,2,0,0,0,technical,high,Stable
EMP-8817,4,High,4,High,3,202,4,0,0,0,technical,high,Stable
EMP-8818,3,Medium,3,Medium,3,241,3,0,0,0,technical,high,Stable
EMP-8819,4,High,4,High,3,267,3,0,0,0,technical,low,Stable
EMP-8820,2,Low,5,High,4,175,6,0,0,0,technical,low,Stable
EMP-8821,5,High,3,Medium,3,257,2,1,0,0,technical,low,Stable
EMP-8822,4,High,4,High,4,240,3,0,0,0,technical,low,Stable
EMP-8823,4,High,4,High,5,181,3,1,0,0,technical,low,Stable
EMP-8824,3,Medium,4,High,3,271,3,0,0,0,support,low,Stable
EMP-8825,2,Low,5,High,5,151,3,0,0,0,support,low,Stable
EMP-8826,3,Medium,4,High,2,168,3,0,0,0,support,low,Stable
EMP-8827,4,High,4,High,4,265,3,0,0,0,support,medium,Stable
EMP-8828,5,High,3,Medium,5,204,2,0,0,0,support,medium,Stable
EMP-8829,4,High,4,High,4,223,3,0,0,0,support,medium,Stable
EMP-8830,3,Medium,4,High,4,136,2,0,0,0,support,medium,Stable
EMP-8831,4,High,5,High,5,184,2,0,0,0,support,medium,Stable
EMP-8832,2,Low,4,High,5,186,4,1,0,0,support,medium,Stable
EMP-8833,3,Medium,3,Medium,3,128,3,0,0,0,support,medium,Stable
EMP-8834,5,High,4,High,5,211,3,0,0,0,support,medium,Stable
EMP-8835,5,High,5,High,4,236,4,1,0,0,technical,medium,Stable
EMP-8836,3,Medium,5,High,3,214,2,0,0,0,technical,medium,Stable
EMP-8837,4,High,3,Medium,4,274,3,0,0,0,technical,medium,Stable
EMP-8838,3,Medium,4,High,5,165,3,1,0,0,management,medium,Stable
EMP-8839,4,High,4,High,5,235,4,0,0,0,IT,medium,Stable
EMP-8840,4,High,5,High,4,189,2,0,0,0,IT,medium,Stable
EMP-8841,3,Medium,3,Medium,3,112,5,0,0,0,IT,medium,Stable
EMP-8842,5,High,4,High,3,163,3,0,0,0,IT,medium,Stable
EMP-8843,4,High,3,Medium,3,162,2,0,0,0,IT,medium,Stable
EMP-8844,2,Low,4,High,4,149,5,0,0,0,product_mng,medium,Stable
EMP-8845,4,High,4,High,4,238,2,0,0,0,product_mng,medium,Stable
EMP-8846,3,Medium,3,Medium,3,160,3,0,0,0,product_mng,medium,Stable
EMP-8847,3,Medium,5,High,3,263,3,0,0,0,product_mng,medium,Stable
EMP-8848,3,Medium,4,High,4,271,3,0,0,0,IT,medium,Stable
EMP-8849,5,High,3,Medium,4,221,3,0,0,0,RandD,medium,Stable
EMP-8850,5,High,3,Medium,3,255,2,1,0,0,RandD,high,Stable
EMP-8851,3,Medium,5,High,4,170,4,0,0,0,RandD,low,Stable
EMP-8852,5,High,4,High,4,190,4,1,0,0,RandD,medium,Stable
EMP-8853,4,High,4,High,4,216,4,0,0,0,RandD,medium,Stable
EMP-8854,4,High,3,Medium,3,249,3,0,0,0,marketing,medium,Stable
EMP-8855,4,High,4,High,3,174,3,0,0,0,sales,medium,Stable
EMP-8856,3,Medium,4,High,4,265,4,1,0,0,accounting,medium,Stable
EMP-8857,2,Low,5,High,2,206,4,0,0,0,support,medium,Burnout Risk
EMP-8858,4,High,3,Medium,4,222,3,0,0,0,technical,medium,Stable
EMP-8859,4,High,3,Medium,5,152,3,1,0,0,management,medium,Stable
EMP-8860,4,High,3,Medium,4,221,2,0,0,0,marketing,medium,Stable
EMP-8861,4,High,3,Medium,5,239,2,0,0,0,marketing,medium,Stable
EMP-8862,2,Low,5,High,6,217,4,0,0,0,marketing,low,Burnout Risk
EMP-8863,4,High,4,High,3,164,2,0,0,0,sales,low,Stable
EMP-8864,4,High,3,Medium,3,142,3,0,0,0,sales,low,Stable
EMP-8865,3,Medium,3,Medium,4,181,3,1,0,0,sales,low,Stable
EMP-8866,2,Low,3,Medium,4,207,5,0,0,0,sales,low,Burnout Risk
EMP-8867,2,Low,2,Low,2,167,3,0,0,0,sales,low,Stable
EMP-8868,5,High,3,Medium,3,243,2,0,0,0,sales,low,Stable
EMP-8869,5,High,3,Medium,4,231,3,0,0,0,sales,high,Stable
EMP-8870,4,High,4,High,4,250,3,1,0,0,sales,low,Stable
EMP-8871,3,Medium,4,High,3,145,2,0,0,0,sales,high,Stable
EMP-8872,3,Medium,4,High,4,190,6,0,0,0,sales,high,Stable
EMP-8873,3,Medium,4,High,2,128,2,0,0,0,sales,low,Stable
EMP-8874,3,Medium,5,High,5,254,3,1,0,0,sales,low,Stable
EMP-8875,5,High,5,High,3,145,4,1,0,0,sales,high,Stable
EMP-8876,4,High,4,High,4,246,3,0,0,0,sales,low,Stable
EMP-8877,4,High,4,High,5,246,2,0,0,0,sales,medium,Stable
EMP-8878,4,High,4,High,5,236,3,0,0,0,sales,high,Stable
EMP-8879,4,High,4,High,3,234,3,0,0,0,sales,medium,Stable
EMP-8880,4,High,3,Medium,3,247,2,0,0,0,sales,medium,Stable
EMP-8881,5,High,3,Medium,3,154,3,0,0,0,sales,medium,Stable
EMP-8882,2,Low,3,Medium,3,228,5,0,0,0,accounting,medium,Burnout Risk
EMP-8883,5,High,5,High,4,209,3,1,0,0,accounting,high,Stable
EMP-8884,3,Medium,3,Medium,5,173,2,0,0,0,accounting,medium,Stable
EMP-8885,4,High,4,High,4,206,2,0,0,0,hr,medium,Stable
EMP-8886,3,Medium,4,High,3,151,2,1,0,0,hr,medium,Stable
EMP-8887,5,High,3,Medium,4,196,4,1,0,0,hr,high,Stable
EMP-8888,5,High,3,Medium,3,229,2,1,0,0,hr,medium,Stable
EMP-8889,2,Low,4,High,3,235,4,0,0,0,technical,high,Burnout Risk
EMP-8890,3,Medium,3,Medium,4,200,3,0,0,0,technical,low,Stable
EMP-8891,5,High,4,High,4,261,6,0,0,0,technical,medium,Stable
EMP-8892,2,Low,3,Medium,4,165,3,0,0,0,technical,medium,Stable
EMP-8893,2,Low,3,Medium,3,165,4,0,0,0,technical,medium,Stable
EMP-8894,4,High,4,High,5,255,2,0,0,0,technical,medium,Stable
EMP-8895,5,High,5,High,5,185,5,0,0,0,technical,low,Stable
EMP-8896,3,Medium,4,High,4,229,3,1,0,0,technical,low,Stable
EMP-8897,3,Medium,4,High,3,153,3,0,0,0,technical,low,Stable
EMP-8898,4,High,4,High,4,238,2,0,0,0,technical,low,Stable
EMP-8899,4,High,4,High,3,199,2,0,0,0,technical,low,Stable
EMP-8900,3,Medium,4,High,3,185,2,1,0,0,support,low,Stable
EMP-8901,4,High,5,High,3,196,6,1,0,0,support,low,Stable
EMP-8902,3,Medium,3,Medium,4,201,4,0,0,0,support,low,Stable
EMP-8903,4,High,4,High,3,189,2,1,0,0,support,low,Stable
EMP-8904,5,High,3,Medium,2,250,5,0,0,0,support,low,Stable
EMP-8905,5,High,4,High,4,254,2,0,0,0,support,high,Stable
EMP-8906,4,High,4,High,3,212,3,1,0,0,support,low,Stable
EMP-8907,2,Low,4,High,5,196,5,1,0,0,support,low,Stable
EMP-8908,3,Medium,4,High,4,146,3,0,0,0,support,low,Stable
EMP-8909,4,High,4,High,3,250,3,0,0,0,support,low,Stable
EMP-8910,5,High,5,High,3,266,2,1,0,0,support,high,Stable
EMP-8911,4,High,5,High,4,133,2,0,0,0,technical,low,Stable
EMP-8912,3,Medium,3,Medium,4,181,3,0,0,0,technical,low,Stable
EMP-8913,2,Low,3,Medium,6,282,6,1,0,0,technical,low,Burnout Risk
EMP-8914,4,High,4,High,2,173,2,1,0,0,management,high,Stable
EMP-8915,3,Medium,3,Medium,5,237,2,0,0,0,IT,low,Stable
EMP-8916,4,High,4,High,3,202,2,0,0,0,IT,medium,Stable
EMP-8917,3,Medium,4,High,3,162,2,0,0,0,IT,high,Stable
EMP-8918,4,High,5,High,3,248,3,0,0,0,IT,medium,Stable
EMP-8919,3,Medium,4,High,3,165,3,0,0,0,IT,high,Stable
EMP-8920,4,High,3,Medium,2,216,2,0,0,0,product_mng,medium,Stable
EMP-8921,4,High,3,Medium,4,143,6,0,0,0,product_mng,medium,Stable
EMP-8922,4,High,4,High,3,254,3,0,0,0,product_mng,medium,Stable
EMP-8923,4,High,3,Medium,3,186,3,0,0,0,product_mng,medium,Stable
EMP-8924,5,High,5,High,4,245,4,0,0,0,IT,medium,Stable
EMP-8925,4,High,4,High,3,157,3,0,0,0,RandD,medium,Stable
EMP-8926,3,Medium,3,Medium,3,184,3,0,0,0,RandD,medium,Stable
EMP-8927,5,High,4,High,4,210,3,0,0,0,RandD,medium,Stable
EMP-8928,3,Medium,4,High,4,137,2,1,0,0,RandD,high,Stable
EMP-8929,4,High,5,High,3,145,2,0,0,0,RandD,low,Stable
EMP-8930,3,Medium,4,High,4,181,3,0,0,0,marketing,medium,Stable
EMP-8931,5,High,3,Medium,3,174,3,0,0,0,sales,medium,Stable
EMP-8932,4,High,5,High,5,183,3,1,0,0,accounting,medium,Stable
EMP-8933,5,High,4,High,4,171,4,1,0,0,support,medium,Stable
EMP-8934,4,High,4,High,2,190,2,0,0,0,technical,medium,Stable
EMP-8935,4,High,4,High,4,142,3,0,0,0,management,medium,Stable
EMP-8936,5,High,3,Medium,3,198,3,0,0,0,marketing,medium,Stable
EMP-8937,5,High,3,Medium,3,185,3,0,0,0,marketing,medium,Stable
EMP-8938,3,Medium,4,High,4,171,3,1,0,0,marketing,medium,Stable
EMP-8939,4,High,3,Medium,4,264,3,0,0,0,sales,high,Stable
EMP-8940,3,Medium,5,High,3,175,3,0,0,0,sales,low,Stable
EMP-8941,5,High,5,High,5,210,2,1,0,0,sales,low,Stable
EMP-8942,5,High,4,High,4,212,3,0,0,0,sales,low,Stable
EMP-8943,2,Low,4,High,4,97,2,0,0,0,sales,high,Stable
EMP-8944,3,Medium,3,Medium,4,214,3,0,0,0,sales,low,Stable
EMP-8945,5,High,5,High,4,244,3,0,0,0,sales,low,Stable
EMP-8946,3,Medium,4,High,3,246,3,0,0,0,sales,low,Stable
EMP-8947,3,Medium,4,High,3,115,6,0,0,0,sales,high,Stable
EMP-8948,4,High,4,High,3,237,5,0,0,0,sales,low,Stable
EMP-8949,5,High,4,High,4,146,4,0,0,0,sales,low,Stable
EMP-8950,3,Medium,4,High,5,159,4,0,0,0,sales,low,Stable
EMP-8951,4,High,3,Medium,4,246,3,0,0,0,sales,low,Stable
EMP-8952,3,Medium,5,High,3,226,3,0,0,0,sales,low,Stable
EMP-8953,4,High,5,High,3,261,3,0,0,0,sales,low,Stable
EMP-8954,4,High,4,High,4,242,2,0,0,0,sales,low,Stable
EMP-8955,5,High,5,High,4,177,3,0,0,0,sales,medium,Stable
EMP-8956,4,High,3,Medium,4,144,3,0,0,0,sales,medium,Stable
EMP-8957,3,Medium,4,High,2,221,5,0,0,0,sales,medium,Stable
EMP-8958,4,High,5,High,5,265,3,0,0,0,accounting,medium,Stable
EMP-8959,2,Low,4,High,5,224,4,1,0,0,accounting,medium,Burnout Risk
EMP-8960,4,High,3,Medium,3,167,4,0,0,0,accounting,medium,Stable
EMP-8961,5,High,4,High,3,245,3,0,0,0,hr,medium,Stable
EMP-8962,5,High,4,High,4,232,2,0,0,0,hr,medium,Stable
EMP-8963,3,Medium,4,High,5,229,2,0,0,0,hr,medium,Stable
EMP-8964,3,Medium,5,High,4,128,6,0,0,0,hr,medium,Stable
EMP-8965,5,High,3,Medium,3,211,2,0,0,0,technical,medium,Stable
EMP-8966,3,Medium,5,High,4,194,2,0,0,0,technical,medium,Stable
EMP-8967,4,High,4,High,4,214,3,0,0,0,technical,high,Stable
EMP-8968,4,High,5,High,3,216,4,0,0,0,technical,low,Stable
EMP-8969,3,Medium,3,Medium,4,222,3,0,0,0,technical,medium,Stable
EMP-8970,5,High,4,High,4,144,4,0,0,0,technical,medium,Stable
EMP-8971,3,Medium,3,Medium,3,287,6,0,0,0,technical,medium,Stable
EMP-8972,3,Medium,5,High,4,224,4,0,0,0,technical,medium,Stable
EMP-8973,4,High,4,High,4,157,4,0,0,0,technical,low,Stable
EMP-8974,2,Low,4,High,5,216,6,0,0,0,technical,low,Burnout Risk
EMP-8975,5,High,4,High,5,181,4,0,0,0,technical,low,Stable
EMP-8976,4,High,5,High,3,133,3,0,0,0,support,low,Stable
EMP-8977,3,Medium,4,High,5,154,2,1,0,0,support,low,Stable
EMP-8978,3,Medium,3,Medium,3,265,3,0,0,0,support,low,Stable
EMP-8979,3,Medium,3,Medium,4,113,3,0,0,0,support,low,Stable
EMP-8980,4,High,2,Low,3,280,4,0,0,0,support,low,Stable
EMP-8981,4,High,3,Medium,3,213,3,1,0,0,support,low,Stable
EMP-8982,3,Medium,3,Medium,5,255,5,1,0,0,support,low,Stable
EMP-8983,4,High,3,Medium,3,243,4,0,0,0,support,low,Stable
EMP-8984,4,High,4,High,3,206,2,0,0,0,support,low,Stable
EMP-8985,4,High,3,Medium,5,149,3,0,0,0,support,low,Stable
EMP-8986,5,High,3,Medium,2,273,3,0,0,0,support,low,Stable
EMP-8987,5,High,5,High,4,226,2,1,0,0,technical,low,Stable
EMP-8988,5,High,5,High,3,238,2,0,0,0,technical,low,Stable
EMP-8989,4,High,4,High,2,226,3,0,0,0,technical,low,Stable
EMP-8990,4,High,5,High,3,199,3,1,0,0,management,low,Stable
EMP-8991,4,High,4,High,5,202,3,1,0,0,IT,low,Stable
EMP-8992,3,Medium,4,High,2,152,4,1,0,0,IT,low,Stable
EMP-8993,5,High,5,High,3,167,3,0,0,0,IT,low,Stable
EMP-8994,3,Medium,4,High,4,130,3,0,0,0,IT,medium,Stable
EMP-8995,4,High,5,High,3,229,3,0,0,0,IT,medium,Stable
EMP-8996,4,High,4,High,4,261,3,1,0,0,product_mng,medium,Stable
EMP-8997,3,Medium,4,High,3,182,2,1,0,0,product_mng,medium,Stable
EMP-8998,5,High,3,Medium,4,198,3,0,0,0,product_mng,medium,Stable
EMP-8999,4,High,5,High,3,244,3,0,0,0,product_mng,medium,Stable
EMP-9000,4,High,5,High,4,275,3,0,0,0,IT,medium,Stable
EMP-9001,2,Low,4,High,5,245,5,0,0,0,RandD,medium,Burnout Risk
EMP-9002,5,High,5,High,3,147,3,1,0,0,RandD,medium,Stable
EMP-9003,3,Medium,5,High,4,275,3,0,0,0,RandD,medium,Stable
EMP-9004,3,Medium,3,Medium,2,167,2,0,0,0,RandD,medium,Stable
EMP-9005,3,Medium,3,Medium,5,149,5,1,0,0,RandD,medium,Stable
EMP-9006,4,High,5,High,4,233,2,0,0,0,marketing,high,Stable
EMP-9007,4,High,4,High,5,167,2,0,0,0,sales,low,Stable
EMP-9008,3,Medium,3,Medium,3,159,3,1,0,0,accounting,medium,Stable
EMP-9009,4,High,4,High,2,195,4,0,0,0,support,medium,Stable
EMP-9010,3,Medium,4,High,5,229,2,0,0,0,technical,medium,Stable
EMP-9011,2,Low,4,High,4,199,5,0,0,0,management,medium,Stable
EMP-9012,3,Medium,4,High,3,174,3,0,0,0,marketing,low,Stable
EMP-9013,2,Low,4,High,5,275,4,0,0,0,marketing,low,Burnout Risk
EMP-9014,5,High,4,High,5,217,4,0,0,0,marketing,low,Stable
EMP-9015,4,High,5,High,4,192,2,0,0,0,sales,low,Stable
EMP-9016,4,High,5,High,4,195,3,0,0,0,sales,low,Stable
EMP-9017,5,High,4,High,3,261,4,0,0,0,sales,low,Stable
EMP-9018,5,High,3,Medium,4,199,3,0,0,0,sales,low,Stable
EMP-9019,2,Low,4,High,4,160,5,0,0,0,sales,low,Stable
EMP-9020,4,High,4,High,3,177,4,0,0,0,sales,low,Stable
EMP-9021,3,Medium,3,Medium,3,179,2,1,0,0,sales,low,Stable
EMP-9022,4,High,5,High,4,161,3,0,0,0,sales,low,Stable
EMP-9023,5,High,3,Medium,5,279,5,0,0,0,sales,low,Stable
EMP-9024,4,High,4,High,4,246,6,1,0,0,sales,low,Stable
EMP-9025,4,High,4,High,4,199,2,0,0,0,sales,low,Stable
EMP-9026,4,High,4,High,3,161,3,0,0,0,sales,low,Stable
EMP-9027,4,High,3,Medium,5,219,3,0,0,0,sales,low,Stable
EMP-9028,3,Medium,3,Medium,5,162,3,0,0,0,sales,low,Stable
EMP-9029,4,High,4,High,4,258,3,0,0,0,sales,low,Stable
EMP-9030,5,High,4,High,3,269,3,0,0,0,sales,low,Stable
EMP-9031,3,Medium,4,High,4,201,3,0,0,0,sales,low,Stable
EMP-9032,3,Medium,3,Medium,2,278,3,1,0,0,sales,low,Stable
EMP-9033,4,High,4,High,3,147,2,0,0,0,sales,medium,Stable
EMP-9034,3,Medium,4,High,5,247,3,0,0,0,accounting,medium,Stable
EMP-9035,4,High,3,Medium,4,191,4,0,0,0,accounting,medium,Stable
EMP-9036,4,High,2,Low,2,280,3,0,0,0,accounting,medium,Stable
EMP-9037,2,Low,4,High,2,191,3,0,0,0,hr,medium,Stable
EMP-9038,4,High,4,High,4,264,2,0,0,0,hr,medium,Stable
EMP-9039,2,Low,3,Medium,3,236,5,0,0,0,hr,medium,Burnout Risk
EMP-9040,4,High,3,Medium,4,271,2,1,0,0,hr,medium,Stable
EMP-9041,3,Medium,4,High,5,129,5,0,0,0,technical,medium,Stable
EMP-9042,4,High,3,Medium,4,249,5,0,0,0,technical,medium,Stable
EMP-9043,5,High,3,Medium,3,188,3,0,0,0,technical,medium,Stable
EMP-9044,4,High,3,Medium,3,147,3,1,0,0,technical,medium,Stable
EMP-9045,5,High,5,High,3,273,3,0,0,0,technical,high,Stable
EMP-9046,5,High,4,High,4,237,3,1,0,0,technical,low,Stable
EMP-9047,4,High,4,High,3,273,2,0,0,0,technical,medium,Stable
EMP-9048,3,Medium,3,Medium,3,190,3,0,0,0,technical,medium,Stable
EMP-9049,3,Medium,4,High,3,226,3,0,0,0,technical,medium,Stable
EMP-9050,3,Medium,5,High,4,216,3,0,0,0,technical,medium,Stable
EMP-9051,2,Low,3,Medium,6,205,5,1,0,0,technical,low,Burnout Risk
EMP-9052,5,High,4,High,3,208,2,0,0,0,support,low,Stable
EMP-9053,3,Medium,4,High,4,266,2,0,0,0,support,low,Stable
EMP-9054,4,High,4,High,3,249,2,1,0,0,support,low,Stable
EMP-9055,4,High,5,High,5,134,2,1,0,0,support,low,Stable
EMP-9056,4,High,4,High,2,189,3,0,0,0,support,low,Stable
EMP-9057,4,High,4,High,4,143,2,0,0,0,support,low,Stable
EMP-9058,4,High,4,High,4,173,3,0,0,0,support,low,Stable
EMP-9059,2,Low,5,High,6,248,3,0,0,0,support,low,Burnout Risk
EMP-9060,4,High,4,High,3,186,6,0,0,0,support,low,Stable
EMP-9061,5,High,4,High,5,191,3,0,0,0,support,low,Stable
EMP-9062,4,High,3,Medium,3,227,2,0,0,0,support,low,Stable
EMP-9063,4,High,3,Medium,2,269,5,0,0,0,technical,low,Stable
EMP-9064,3,Medium,4,High,3,254,3,1,0,0,technical,low,Stable
EMP-9065,2,Low,4,High,4,180,4,0,0,0,technical,low,Stable
EMP-9066,4,High,3,Medium,3,144,3,0,0,0,management,low,Stable
EMP-9067,3,Medium,4,High,5,137,3,1,0,0,IT,low,Stable
EMP-9068,4,High,4,High,3,223,4,0,0,0,IT,low,Stable
EMP-9069,3,Medium,4,High,5,286,5,0,0,0,IT,low,Stable
EMP-9070,5,High,4,High,3,151,3,0,0,0,IT,low,Stable
EMP-9071,5,High,4,High,5,244,2,1,0,0,IT,low,Stable
EMP-9072,4,High,4,High,4,216,4,0,0,0,product_mng,medium,Stable
EMP-9073,4,High,4,High,4,173,3,0,0,0,product_mng,medium,Stable
EMP-9074,5,High,4,High,3,186,3,0,0,0,product_mng,medium,Stable
EMP-9075,5,High,3,Medium,2,205,4,1,0,0,product_mng,medium,Stable
EMP-9076,4,High,3,Medium,4,202,3,0,0,0,IT,medium,Stable
EMP-9077,3,Medium,3,Medium,3,189,3,0,0,0,RandD,medium,Stable
EMP-9078,5,High,3,Medium,4,181,5,1,0,0,RandD,medium,Stable
EMP-9079,3,Medium,3,Medium,3,207,3,0,0,0,RandD,medium,Stable
EMP-9080,4,High,3,Medium,4,240,4,1,0,0,RandD,medium,Stable
EMP-9081,3,Medium,4,High,2,164,2,0,0,0,RandD,medium,Stable
EMP-9082,5,High,4,High,4,212,2,0,0,0,marketing,medium,Stable
EMP-9083,3,Medium,4,High,4,151,2,0,0,0,sales,medium,Stable
EMP-9084,4,High,5,High,4,197,3,0,0,0,accounting,high,Stable
EMP-9085,4,High,3,Medium,5,265,3,0,0,0,support,low,Stable
EMP-9086,4,High,4,High,4,274,3,0,0,0,technical,medium,Stable
EMP-9087,4,High,4,High,3,201,4,0,0,0,management,medium,Stable
EMP-9088,4,High,5,High,3,250,2,0,0,0,marketing,medium,Stable
EMP-9089,4,High,4,High,3,165,4,0,0,0,marketing,medium,Stable
EMP-9090,5,High,3,Medium,5,186,3,0,0,0,marketing,low,Stable
EMP-9091,2,Low,4,High,5,273,4,1,0,0,sales,low,Burnout Risk
EMP-9092,2,Low,3,Medium,5,162,6,0,0,0,sales,low,Stable
EMP-9093,5,High,5,High,3,141,3,0,0,0,sales,low,Stable
EMP-9094,3,Medium,5,High,5,268,4,0,0,0,sales,low,Stable
EMP-9095,4,High,4,High,3,176,2,1,0,0,sales,low,Stable
EMP-9096,4,High,5,High,3,223,3,1,0,0,sales,low,Stable
EMP-9097,4,High,4,High,4,218,2,1,0,0,sales,low,Stable
EMP-9098,5,High,3,Medium,4,228,3,0,0,0,sales,low,Stable
EMP-9099,4,High,4,High,3,204,3,0,0,0,sales,low,Stable
EMP-9100,4,High,5,High,4,148,2,0,0,0,sales,low,Stable
EMP-9101,4,High,5,High,3,221,2,0,0,0,sales,low,Stable
EMP-9102,3,Medium,3,Medium,4,271,3,0,0,0,sales,low,Stable
EMP-9103,3,Medium,4,High,3,191,3,0,0,0,sales,low,Stable
EMP-9104,5,High,3,Medium,4,223,2,0,0,0,sales,low,Stable
EMP-9105,4,High,4,High,5,250,2,1,0,0,sales,low,Stable
EMP-9106,4,High,4,High,3,230,2,0,0,0,sales,low,Stable
EMP-9107,3,Medium,4,High,3,226,2,0,0,0,sales,low,Stable
EMP-9108,3,Medium,4,High,4,182,3,0,0,0,sales,medium,Stable
EMP-9109,5,High,4,High,3,195,3,0,0,0,sales,medium,Stable
EMP-9110,4,High,4,High,3,231,2,0,0,0,accounting,medium,Stable
EMP-9111,4,High,4,High,3,224,3,0,0,0,accounting,medium,Stable
EMP-9112,4,High,5,High,4,229,4,0,0,0,accounting,medium,Stable
EMP-9113,4,High,3,Medium,2,158,3,1,0,0,hr,medium,Stable
EMP-9114,4,High,4,High,4,242,3,1,0,0,hr,medium,Stable
EMP-9115,5,High,4,High,3,183,3,0,0,0,hr,medium,Stable
EMP-9116,5,High,3,Medium,5,213,4,0,0,0,hr,medium,Stable
EMP-9117,4,High,4,High,4,263,2,1,0,0,technical,medium,Stable
EMP-9118,5,High,3,Medium,3,237,2,0,0,0,technical,medium,Stable
EMP-9119,3,Medium,4,High,6,126,3,0,0,0,technical,medium,Stable
EMP-9120,4,High,4,High,6,168,2,0,0,0,technical,high,Stable
EMP-9121,2,Low,4,High,5,151,4,1,0,0,technical,low,Stable
EMP-9122,4,High,4,High,4,239,3,0,0,0,technical,medium,Stable
EMP-9123,3,Medium,3,Medium,4,174,3,0,0,0,technical,medium,Stable
EMP-9124,2,Low,3,Medium,5,277,6,0,0,0,technical,medium,Burnout Risk
EMP-9125,4,High,5,High,3,133,3,0,0,0,technical,medium,Stable
EMP-9126,4,High,5,High,4,150,3,0,0,0,technical,low,Stable
EMP-9127,4,High,3,Medium,5,244,3,1,0,0,technical,low,Stable
EMP-9128,4,High,4,High,3,232,2,0,0,0,support,low,Stable
EMP-9129,4,High,5,High,3,267,2,0,0,0,support,low,Stable
EMP-9130,2,Low,3,Medium,5,162,2,0,0,0,support,low,Stable
EMP-9131,2,Low,4,High,5,228,5,0,0,0,support,low,Burnout Risk
EMP-9132,5,High,3,Medium,2,180,3,0,0,0,support,low,Stable
EMP-9133,4,High,4,High,2,252,3,0,0,0,support,low,Stable
EMP-9134,5,High,4,High,5,212,3,0,0,0,support,low,Stable
EMP-9135,4,High,4,High,4,224,3,0,0,0,support,low,Stable
EMP-9136,5,High,3,Medium,2,240,3,1,0,0,support,low,Stable
EMP-9137,4,High,3,Medium,4,183,4,0,0,0,support,low,Stable
EMP-9138,5,High,4,High,5,160,5,1,0,0,support,low,Stable
EMP-9139,4,High,4,High,4,225,3,0,0,0,technical,low,Stable
EMP-9140,4,High,4,High,3,268,2,1,0,0,technical,low,Stable
EMP-9141,4,High,4,High,3,221,3,0,0,0,technical,low,Stable
EMP-9142,3,Medium,5,High,3,173,2,0,0,0,management,low,Stable
EMP-9143,3,Medium,3,Medium,4,103,4,0,0,0,IT,low,Stable
EMP-9144,2,Low,5,High,4,196,3,1,0,0,IT,low,Stable
EMP-9145,4,High,5,High,3,239,3,0,0,0,IT,low,Stable
EMP-9146,5,High,4,High,3,171,2,0,0,0,IT,low,Stable
EMP-9147,4,High,3,Medium,3,243,3,0,0,0,IT,medium,Stable
EMP-9148,3,Medium,3,Medium,2,153,2,0,0,0,product_mng,medium,Stable
EMP-9149,3,Medium,3,Medium,6,142,3,0,0,0,product_mng,medium,Stable
EMP-9150,5,High,3,Medium,5,168,2,0,0,0,product_mng,medium,Stable
EMP-9151,4,High,5,High,5,180,4,0,0,0,product_mng,medium,Stable
EMP-9152,4,High,4,High,4,186,3,0,0,0,IT,medium,Stable
EMP-9153,3,Medium,3,Medium,3,236,2,0,0,0,RandD,medium,Stable
EMP-9154,4,High,4,High,5,267,3,0,0,0,RandD,medium,Stable
EMP-9155,3,Medium,3,Medium,3,129,2,0,0,0,RandD,medium,Stable
EMP-9156,3,Medium,4,High,3,181,3,0,0,0,RandD,medium,Stable
EMP-9157,2,Low,3,Medium,2,99,2,0,0,0,RandD,medium,Stable
EMP-9158,3,Medium,4,High,5,170,3,1,0,0,marketing,medium,Stable
EMP-9159,4,High,4,High,3,195,3,0,0,0,sales,high,Stable
EMP-9160,2,Low,5,High,4,149,6,0,0,0,accounting,low,Stable
